PHASE	TESS
eleven	eleven
oclock	oclock
that	that
night	night
having	having
secured	secured
a	a
bed	bed
at	at
one	one
of	of
the	the
hotels	hotels
and	and
telegraphed	telegraphed
his	his
address	address
to	to
his	his
father	father
immediately	immediately
on	on
his	his
arrival	arrival
he	he
walked	walked
out	out
into	into
the	the
streets	streets
of	of
Sandbourne	Sandbourne
It	It
was	was
too	too
late	late
to	to
call	call
on	on
or	or
inquire	inquire
for	for
any	any
one	one
and	and
he	he
reluctantly	reluctantly
postponed	postponed
his	his
purpose	purpose
till	till
the	the
morning	morning
But	But
he	he
could	could
not	not
retire	retire
to	to
rest	rest
just	just
yet	yet
This	This
fashionable	fashionable
wateringplace	wateringplace
with	with
its	its
eastern	eastern
and	and
its	its
western	western
stations	stations
its	its
piers	piers
its	its
groves	groves
of	of
pines	pines
its	its
promenades	promenades
and	and
its	its
covered	covered
gardens	gardens
was	was
to	to
Angel	Angel
Clare	Clare
like	like
a	a
fairy	fairy
place	place
suddenly	suddenly
created	created
by	by
the	the
stroke	stroke
of	of
a	a
wand	wand
and	and
allowed	allowed
to	to
get	get
a	a
little	little
dusty	dusty
An	An
out—	outlying
lying	null
eastern	eastern
tract	tract
of	of
the	the
enormous	enormous
Egdon	Egdon
Waste	Waste
was	was
close	close
at	at
hand	hand
yet	yet
on	on
the	the
very	very
verge	verge
of	of
that	that
tawny	tawny
piece	piece
of	of
antiquity	antiquity
such	such
a	a
glittering	glittering
novelty	novelty
as	as
this	this
pleasure	pleasure
city	city
had	had
chosen	chosen
to	to
spring	spring
up	up
Within	Within
the	the
space	space
of	of
a	a
mile	mile
from	from
its	its
outskirts	outskirts
every	every
irregularity	irregularity
of	of
the	the
soil	soil
was	was
prehistoric	prehistoric
every	every
channel	channel
an	an
undisturbed	undisturbed
British	British
trackway	trackway
not	not
a	a
sod	sod
having	having
been	been
turned	turned
there	there
since	since
the	the
days	days
of	of
the	the
Caesars	Caesars
Yet	Yet
the	the
exotic	exotic
had	had
grown	grown
here	here
suddenly	suddenly
as	as
the	the
prophets	prophets
gourd	gourd
and	and
had	had
drawn	drawn
hither	hither
Tess	Tess
By	By
the	the
midnight	midnight
lamps	lamps
he	he
went	went
up	up
and	and
down	down
the	the
winding	winding
ways	way
of	of
this	this
new	new
world	world
in	in
an	an
old	old
one	one
and	and
could	could
discern	discern
between	between
the	the
trees	trees
and	and
against	against
the	the
stars	stars
the	the
lofty	lofty
roofs	roofs
chimneys	chimneys
gazebos	gazebos
and	and
towers	towers
of	of
the	the
numerous	numerous
fanciful	fanciful
residences	residences
of	of
which	which
the	the
place	place
was	was
composed	composed
It	It
was	was
a	a
city	city
of	of
detached	detached
mansions	mansions
a	a
Mediterranean	Mediterranean
loungingplace	loungingplace
on	on
the	the
English	English
Channel	Channel
and	and
as	as
seen	seen
now	now
by	by
night	night
it	it
seemed	seemed
even	even
more	more
im	imposing
posing	null
than	than
it	it
was	was
480	null
FULFILMENT	null
The	The
sea	sea
was	was
near	near
at	at
hand	hand
but	but
not	not
intrusive	intrusive
it	it
murmured	murmured
and	and
he	he
thought	thought
it	it
was	was
the	the
pines	pines
the	the
pines	pines
murmured	murmured
in	in
precisely	precisely
the	the
same	same
tones	tones
and	and
he	he
thought	thought
they	they
were	were
the	the
sea	sea
Where	Where
could	could
Tess	Tess
possibly	possibly
be	be
a	a
cottagegirl	cottagegirl
his	his
young	young
wife	wife
amidst	amidst
all	all
this	this
wealth	wealth
and	and
fashion	fashion
The	The
more	more
he	he
pondered	pondered
the	the
more	more
was	was
he	he
puzzled	puzzled
Were	Were
there	there
any	any
cows	cows
to	to
milk	milk
here	here
There	There
certainly	certainly
were	were
no	no
ﬁelds	fields
to	to
till	till
She	She
was	was
most	most
probably	probably
engaged	engaged
to	to
do	do
something	something
in	in
one	one
of	of
these	these
large	large
houses	houses
and	and
he	he
sauntered	sauntered
along	along
looking	looking
at	at
the	the
chamberwindows	chamberwindows
and	and
their	their
lights	lights
going	going
out	out
one	one
by	by
one	one
and	and
wondered	wondered
which	which
of	of
then	them
might	might
be	be
hers	hers
Conjecture	Conjecture
was	was
useless	useless
and	and
just	just
after	after
twelve	twelve
o’clock	oclock
he	he
entered	entered
and	and
went	went
to	to
bed	bed
Before	Before
putting	putting
out	out
his	his
light	light
he	he
reread	reread
Tesss	Tesss
impassioned	impassioned
letter	letter
Sleep	Sleep
however	however
he	he
could	could
not—so	notso
near	near
her	her
yet	yet
so	so
far	far
from	from
her—and	herand
he	he
continually	continually
lifted	lifted
the	the
windowblind	windowblind
and	and
regarded	regarded
the	the
backs	backs
of	of
the	the
opposite	opposite
houses	houses
and	and
wondered	wondered
behind	behind
which	which
of	of
the	the
sashes	sashes
she	she
reposed	reposed
at	at
that	that
moment	moment
He	He
might	might
almost	almost
as	as
well	well
have	have
sat	sat
up	up
all	all
night	night
In	In
the	the
morning	morning
he	he
arose	arose
at	at
seven	seven
and	and
shortly	shortly
after	after
went	went
out	out
taking	taking
the	the
direction	direction
of	of
the	the
chief	chief
postofﬁce	postoffice
At	At
the	the
door	door
he	he
met	met
an	an
intelligent	intelligent
postman	postman
coming	coming
out	out
with	with
letters	letters
for	for
the	the
morning	morning
delivery	delivery
‘Do	Do
you	you
know	know
the	the
address	address
of	of
a	a
Mrs	Mrs
Clare’	Clare
asked	asked
Angel	Angel
The	The
postman	postman
shook	shook
his	his
head	head
Then	Then
remembering	remembering
that	that
she	she
would	would
have	have
been	been
likely	likely
to	to
continue	continue
the	the
use	use
of	of
her	her
maiden	maiden
name	name
Clare	Clare
said—	said
‘Or	Of
a	a
Miss	Miss
Durbeyﬁeld’	Durbeyfield
‘Durbeyﬁeld’	Durbeyfield
This	This
also	also
was	was
strange	strange
to	to
the	the
postman	postman
addressed	addressed
‘Theres	Theres
visitors	visitors
coming	coming
and	and
going	going
every	every
day	day
as	as
you	you
know	know
sir’	sir
he	he
said	said
‘and	and
without	without
the	the
name	name
of	of
the	the
house	house
tis	tis
impossible	impossible
to	to
ﬁnd	find
’em’	em
One	One
of	of
his	his
comrades	comrades
hastening	hastening
out	out
at	at
that	that
moment	moment
the	the
name	name
was	was
repeated	repeated
to	to
him	him
48	I
TESS	null
OF	null
THE	null
D’URBERVILLES	null
‘I	null
know	know
no	no
name	name
of	of
Durbeyﬁeld	Durbeyfield
but	but
there	there
is	is
the	the
name	name
of	of
d’Urberville	dUrberville
at	at
The	The
Herons‘	Herons
said	said
the	the
second	second
‘Thats	Thats
it’	it
cried	cried
Clare	Clare
pleased	pleased
to	to
think	think
that	that
she	she
had	had
reverted	reverted
to	to
the	the
real	real
pronunciation	pronunciation
‘What	What
place	place
is	is
The	The
Herons’	Herons
‘A	A
stylish	stylish
lodginghouse	lodginghouse
’Tis	Tis
all	all
lodginghouses	lodginghouses
here	here
bless	bless
ee’	ee
Clare	Clare
received	received
directions	directions
how	how
to	to
ﬁnd	find
the	the
house	house
and	and
hastened	hastened
thither	thither
arriving	arriving
with	with
the	the
milkman	milkman
The	The
Herons	Herons
though	though
an	an
ordinary	ordinary
villa	villa
stood	stood
in	in
its	its
own	own
grounds	grounds
and	and
was	was
certainly	certainly
the	the
last	last
place	place
in	in
which	which
one	one
would	would
have	have
expected	expected
to	to
ﬁnd	find
lodgings	lodgings
so	so
private	private
was	was
its	its
appearance	appearance
If	If
poor	poor
Tess	Tess
was	was
a	a
servant	servant
here	here
as	as
he	he
feared	feared
she	she
would	would
go	go
to	to
the	the
back	backdoor
door	null
to	to
that	that
milkman	milkman
and	and
he	he
was	was
inclined	inclined
to	to
go	go
thither	thither
also	also
However	However
in	in
his	his
doubts	doubts
he	he
turned	turned
to	to
the	the
front	front
and	and
rang	rang
e	null
The	The
hour	hour
being	being
early	early
the	the
landlady	landlady
herself	herself
opened	opened
the	the
door	door
Clare	Clare
inquired	inquired
for	for
Teresa	Teresa
d’Urberville	dUrberville
or	or
Durbeyﬁeld	Durbeyfield
‘Mrs	Mrs
d’Urberville’	dUrberville
‘Yes’	Yes
Tess	Tess
then	then
passed	passed
as	as
a	a
married	married
woman	woman
and	and
he	he
felt	felt
glad	glad
even	even
though	though
she	she
had	had
not	not
adopted	adopted
his	his
name	name
‘Will	Will
you	you
kindly	kindly
tell	tell
her	her
that	that
a	a
relative	relative
is	is
anxious	anxious
to	to
see	see
her’	her
‘It	It
is	is
rather	rather
early	early
What	What
name	name
shall	shall
I	I
give	give
sir’	sir
‘Angel’	Angel
‘Mr	Mr
Angel’	Angel
‘No	No
Angel	Angel
It	It
is	is
my	my
Christian	Christian
name	name
Shell	Shell
understand’	understand
‘I’ll	Ill
See	see
if	if
she	she
is	is
awake’	awake
He	He
was	was
shown	shown
into	into
the	the
front	front
room—the	roomthe
dining—	diningroomand
room—and	null
looked	looked
out	out
through	through
the	the
spring	spring
curtains	curtains
at	at
the	the
little	little
lawn	lawn
and	and
the	the
rhododendrons	rhododendrons
and	and
other	other
shrubs	shrubs
upon	upon
it	it
Obviously	Obviously
her	her
position	position
was	was
by	by
no	no
means	means
so	so
bad	bad
as	as
he	he
had	had
feared	feared
and	and
it	it
crossed	crossed
his	his
mind	mind
that	that
she	she
must	must
somehow	somehow
have	have
claimed	claimed
and	and
sold	sold
the	the
jewels	jewels
to	to
attain	attain
it	it
He	He
did	did
not	not
blame	blame
her	her
for	for
one	one
482	null
FULFILMENT	null
moment	moment
Soon	Soon
his	his
sharpened	sharpened
ear	ear
detected	detected
footsteps	footsteps
upon	upon
the	the
stairs	stairs
at	at
which	which
his	his
heart	heart
thumped	thumped
so	so
painfully	painfully
that	that
he	he
could	could
hardly	hardly
stand	stand
ﬁrm	firm
‘Dear	Dear
me	me
whatwillshethinkofmesoalteredaslaml’hesaid	what
null	will
null	she
null	think
null	of
null	me
null	so
null	altered
null	as
null	I
null	am
null	he
null	said
to	to
himself	himself
and	and
the	the
door	door
opened	opened
Tess	Tess
appeared	appeared
on	on
the	the
threshold—not	thresholdnot
at	at
all	all
as	as
he	he
had	had
expected	expected
to	to
see	see
her—bewilderineg	herbewilderingly
otherwise	otherwise
indeed	indeed
Her	Her
great	great
natural	natural
beauty	beauty
was	was
if	if
not	not
heightened	heightened
rendered	rendered
more	more
obvious	obvious
by	by
her	her
attire	attire
She	She
was	was
loosely	loosely
wrapped	wrapped
in	in
a	a
cashmere	cashmere
dressinggown	dressinggown
of	of
greywhite	graywhite
embroidered	embroidered
in	in
halfmourning	halfmourning
tints	tints
and	and
she	she
wore	wore
slippers	slippers
of	of
the	the
same	same
hue	hue
Her	Her
neck	neck
rose	rose
out	out
of	of
a	a
frill	frill
of	of
down	down
and	and
her	her
wellremembered	wellremembered
cable	cable
of	of
dark—brown	darkbrown
hair	hair
was	was
partially	partially
coiled	coiled
up	up
in	in
a	a
mass	mass
at	at
the	the
back	back
of	of
her	her
head	head
and	and
partly	partly
hanging	hanging
on	on
her	her
shoulder—the	shoulderthe
evident	evident
result	result
of	of
haste	haste
He	He
had	had
held	held
out	out
his	his
arms	arms
but	but
they	they
had	had
fallen	fallen
again	again
to	to
his	his
side	side
for	for
she	she
had	had
not	not
come	come
forward	forward
remaining	remaining
still	still
in	in
the	the
opening	opening
of	of
the	the
doorway	doorway
Mere	Mere
yellow	yellow
skeleton	skeleton
that	that
he	he
was	was
now	now
he	he
felt	felt
the	the
contrast	contrast
between	between
them	them
and	and
thought	thought
his	his
appearance	appearance
distasteful	distasteful
to	to
her	her
‘Tess’	Tess
he	he
said	said
huskily	huskily
‘can	can
you	you
forgive	forgive
me	me
for	for
going	going
away	away
Can’t	Cant
you—come	youcome
to	to
me	me
How	How
do	do
you	you
get	get
to	to
be—like	belike
this’	this
‘It	It
is	is
too	too
late’	late
said	said
she	she
her	her
voice	voice
sounding	sounding
hard	hard
through	through
the	the
room	room
her	her
eyes	eyes
shining	shining
unilaterally	unnaturally
‘I	I
did	did
not	not
think	think
rightly	rightly
of	of
you—I	youI
did	did
not	not
see	see
you	you
as	as
you	you
were’	were
he	he
continued	continued
to	to
plead	plead
‘I	I
have	have
learnt	learnt
to	to
since	since
dearest	dearest
Tessy	Tessy
mine’	mine
‘Too	Too
late	late
too	too
late	late
she	she
said	said
waving	waving
her	her
hand	hand
in	in
the	the
impatience	impatience
of	of
a	a
person	person
whose	whose
tortures	tortures
cause	cause
every	every
instant	instant
to	to
seem	seem
an	an
hour	hour
‘Dont	Dont
come	come
close	close
to	to
me	me
Angel	Angel
No—you	Noyou
must	must
not	not
Keep	Keep
away’	away
‘But	But
don’t	dont
you	you
love	love
me	me
my	my
dear	dear
wife	wife
because	because
I	I
have	have
been	been
so	so
pulled	pulled
down	down
by	by
illness	illness
You	You
are	are
not	not
so	so
ﬁckle—I	fickleI
am	am
come	come
on	on
purpose	purpose
for	for
you—my	youmy
mother	mother
and	and
father	father
will	will
welcome	welcome
you	you
now’	now
‘Yes—O	YesO
yes	yes
yes	yes
But	But
I	I
say	say
I	I
say	say
it	it
is	is
too	too
late’	late
She	She
seemed	seemed
to	to
feel	feel
like	like
a	a
fugitive	fugitive
in	in
a	a
dream	dream
who	who
483	null
TESS	null
OF	null
THE	null
D’URBERVILLES	null
tries	tries
to	to
move	move
away	away
but	but
cannot	cannot
‘Don’t	Dont
you	you
know	know
all—don’t	alldont
you	you
know	know
it	it
Yet	Yet
how	how
do	do
you	you
come	come
here	here
if	if
you	you
do	do
not	not
know’	know
‘I	I
inquired	inquired
here	here
and	and
there	there
and	and
I	I
found	found
the	the
way’	way
‘I	I
waited	waited
and	and
waited	waited
for	for
you’	you
she	she
Went	went
on	on
her	her
tones	tones
suddenly	suddenly
resuming	resuming
their	their
old	old
ﬁuty	fluty
pathos	pathos
‘But	But
you	you
did	did
not	not
come	come
And	And
I	I
wrote	wrote
to	to
you	you
and	and
you	you
did	did
not	not
come	come
He	He
kept	kept
on	on
saying	saying
you	you
would	would
never	never
come	come
any	any
more	more
and	and
that	that
I	I
was	was
a	a
foolish	foolish
woman	woman
He	He
was	was
very	very
kind	kind
to	to
me	me
and	and
to	to
mother	mother
and	and
to	to
all	all
of	of
us	us
after	after
fathers	fathers
death	death
He———’	He
‘1	I
don’t	dont
understand’	understand
‘He	He
has	has
won	won
me	me
back	back
to	to
him’	him
Clare	Clare
looked	looked
at	at
her	her
keenly	keenly
then	then
gathering	gathering
her	her
meaning	meaning
ﬂagged	flagged
like	like
one	one
plaguestricken	plaguestricken
and	and
his	his
glance	glance
sank	sank
it	it
fell	fell
on	on
her	her
bands	hands
which	which
once	once
rosy	rosy
were	were
now	now
white	white
and	and
more	more
delicate	delicate
She	She
continued—	continued
‘He	He
is	is
upstairs	upstairs
I	I
hate	hate
him	him
now	now
because	because
he	he
told	told
me	me
a	a
lie—that	liethat
you	you
would	would
not	not
come	come
again	again
and	and
you	you
have	HAVE
come	come
These	These
clothes	clothes
are	are
what	what
hes	hes
put	put
upon	upon
me	me
I	I
didn’t	didnt
care	care
what	what
he	he
did	did
wi’	wi
me	me
But—will	Butwill
you	you
go	go
away	away
Angel	Angel
please	please
and	and
never	never
come	come
any	any
more’	more
They	They
stood	stood
ﬁxed	fixed
their	their
baﬂied	baffled
hearts	hearts
looking	looking
out	out
of	of
their	their
eyes	eyes
with	with
a	a
joylessness	joylessness
pitiful	pitiful
to	to
see	see
Both	Both
seemed	seemed
to	to
implore	implore
something	something
to	to
shelter	shelter
them	them
from	from
reality	reality
‘Ah—it	Ahit
is	is
my	my
fault	fault
said	said
Clare	Clare
But	But
he	he
could	could
not	not
get	get
on	on
Speech	Speech
was	was
as	as
inexpressive	inexpressive
as	as
silence	silence
But	But
he	he
had	had
a	a
vague	vague
consciousness	consciousness
of	of
one	one
thing	thing
though	though
it	it
was	was
not	not
clear	clear
to	to
him	him
till	till
later	later
that	that
his	his
original	original
Tess	Tess
had	had
spiritually	spiritually
ceased	ceased
to	to
recognize	recognize
the	the
body	body
before	before
him	him
as	as
hers—allowing	hersallowing
it	it
to	to
drift	drift
like	like
a	a
corpse	corpse
upon	upon
the	the
current	current
in	in
a	a
direction	direction
dissociated	dissociated
from	from
its	its
living	living
will	will
A	A
few	few
instants	instants
passed	passed
and	and
he	he
found	found
that	that
Tess	Tess
was	was
gone	gone
His	His
face	face
grew	grew
colder	colder
and	and
more	more
shrunken	shrunken
as	as
he	he
stood	stood
concentrated	concentrated
on	on
the	the
moment	moment
and	and
a	a
minute	minute
or	or
two	two
after	after
he	he
found	found
himself	himself
in	in
the	the
